time, ECG, accX, accY, accZ, gyroX, gyroY, gyroZ, temp
18683, 1594, 9.607931, -0.390255, 1.764527, -0.034374, 0.037838, -0.039969, 23.697647
18693, 1597, 9.686940, -0.368707, 1.762132, -0.013590, 0.055691, -0.043433, 23.688824
18703, 1587, 9.753978, -0.366313, 1.867477, 0.000799, 0.053559, -0.043433, 23.685883
18713, 1594, 9.811439, -0.368707, 1.939303, 0.011458, 0.028511, -0.039703, 23.680000
18723, 1600, 9.780313, -0.380678, 1.927332, 0.026913, 0.000266, -0.038637, 23.682941
18733, 1616, 9.713276, -0.442927, 1.824382, 0.044766, -0.005862, -0.039170, 23.688824
18743, 1615, 9.689334, -0.476446, 1.728614, 0.055158, 0.010658, -0.040769, 23.671177
18753, 1621, 9.691729, -0.497994, 1.754950, 0.054358, 0.038104, -0.040502, 23.680000
18763, 1616, 9.399636, -0.344765, 2.176329, 0.033841, 0.074609, -0.046631, 23.682941
18773, 1618, 9.236830, -0.093374, 1.764527, 0.216368, 0.263265, -0.042634, 23.691765
18783, 1641, 9.425972, -0.586579, 1.072602, 0.262466, 0.441262, -0.049029, 23.688824
18793, 1664, 9.773131, -0.895431, 1.312023, 0.165207, 0.579023, -0.057289, 23.691765
18803, 1666, 11.587936, -1.529895, 2.339135, -0.219299, 0.302168, -0.036772, 23.688824
18813, 1713, 11.429919, -0.318429, 3.335123, -0.255804, -0.273391, -0.041835, 23.694706
18823, 1807, 10.251971, -0.248997, 2.549825, 0.033308, -0.568897, -0.025580, 23.700588
18833, 1789, 9.179369, -0.670376, 1.383849, 0.088998, -0.484162, -0.013590, 23.685883
18843, 1717, 8.719683, -0.620098, 1.144428, 0.008260, -0.167605, -0.025847, 23.688824
18853, 1638, 8.942344, -0.486023, 1.587356, -0.014389, 0.126836, -0.038637, 23.700588
18863, 1588, 9.437943, -0.495600, 1.912967, 0.001066, 0.246744, -0.038637, 23.694706
18873, 1575, 9.885659, -0.541090, 2.018312, 0.002398, 0.208907, -0.033574, 23.706470
18883, 1568, 10.046070, -0.569820, 1.991976, -0.001332, 0.110049, -0.028511, 23.703529
18893, 1554, 10.005369, -0.634463, 1.896208, -0.000533, 0.035972, -0.023449, 23.700588
18903, 1573, 9.888053, -0.665588, 1.865083, -0.003730, 0.011191, -0.018119, 23.706470
18913, 1567, 9.770737, -0.660800, 1.857901, -0.014655, 0.017320, -0.014655, 23.691765
18923, 1462, 9.730036, -0.605733, 1.896208, -0.022916, 0.033041, -0.013856, 23.703529
18933, 1535, 9.722853, -0.567426, 1.920150, -0.027179, 0.043700, -0.017853, 23.685883
18943, 2185, 9.708488, -0.497994, 1.922544, -0.027446, 0.047430, -0.021850, 23.691765
18953, 3795, 9.706094, -0.466869, 1.869871, -0.023982, 0.050894, -0.027446, 23.700588
18963, 3781, 9.643845, -0.445322, 1.798046, -0.024781, 0.058355, -0.028511, 23.688824
18973, 2794, 9.624691, -0.423774, 1.790863, -0.028778, 0.070080, -0.024781, 23.694706
18983, 1822, 9.665392, -0.471658, 1.752556, -0.034907, 0.092196, -0.028245, 23.677059
18993, 1600, 9.725247, -0.536301, 1.783680, -0.037838, 0.119642, -0.036505, 23.688824
19003, 1520, 9.847352, -0.591368, 1.924938, -0.037305, 0.126303, -0.042368, 23.694706
19013, 1491, 9.938332, -0.684742, 2.090138, -0.021051, 0.107118, -0.049029, 23.691765
19023, 1472, 9.962274, -0.660800, 2.188300, -0.015455, 0.063152, -0.039969, 23.691765
19033, 1488, 9.895236, -0.641646, 2.087744, -0.034374, 0.013057, -0.021850, 23.694706
19043, 1481, 9.840169, -0.608127, 1.884237, -0.066882, -0.001332, -0.009326, 23.688824
19053, 1491, 9.797073, -0.577003, 1.774103, -0.097525, 0.025847, -0.009593, 23.706470
19063, 1497, 9.823410, -0.548272, 1.821988, -0.106319, 0.066882, -0.019985, 23.697647
19073, 1520, 9.837775, -0.550666, 1.987187, -0.103121, 0.086600, -0.024781, 23.688824
19083, 1535, 9.828198, -0.555455, 2.111686, -0.097259, 0.067149, -0.026113, 23.680000
19093, 1555, 9.739613, -0.517148, 2.142811, -0.087133, 0.031443, -0.025314, 23.700588
19103, 1584, 9.651027, -0.464475, 2.030283, -0.072478, 0.017054, -0.024248, 23.697647
19113, 1575, 9.581595, -0.411803, 1.944092, -0.058089, 0.031975, -0.026646, 23.685883
19123, 1600, 9.586384, -0.368707, 1.922544, -0.048763, 0.061553, -0.026913, 23.682941
19133, 1613, 9.612720, -0.328006, 1.946486, -0.044499, 0.088466, -0.025047, 23.694706
19143, 1636, 9.651027, -0.328006, 1.956063, -0.048763, 0.105519, -0.022383, 23.694706
19153, 1648, 9.665392, -0.371101, 1.920150, -0.054891, 0.114579, -0.019452, 23.694706
19163, 1659, 9.720459, -0.402226, 1.912967, -0.055158, 0.112181, -0.016787, 23.688824
19173, 1667, 9.765948, -0.450110, 1.934515, -0.051427, 0.101522, -0.016254, 23.703529
19183, 1671, 9.770737, -0.497994, 1.984793, -0.046098, 0.086867, -0.014922, 23.703529
19193, 1683, 9.763555, -0.495600, 1.982399, -0.038637, 0.073544, -0.013856, 23.680000
19203, 1651, 9.773131, -0.497994, 2.001553, -0.033041, 0.067948, -0.014389, 23.691765
19213, 1665, 9.763555, -0.483629, 2.025495, -0.026646, 0.070080, -0.014655, 23.703529
19223, 1673, 9.765948, -0.483629, 2.054225, -0.022916, 0.074343, -0.016787, 23.703529
19233, 1669, 9.799467, -0.497994, 2.056619, -0.020784, 0.075675, -0.020251, 23.712353
19243, 1664, 9.801862, -0.509965, 2.094927, -0.017587, 0.073810, -0.021850, 23.703529
19253, 1680, 9.804255, -0.538695, 2.123657, -0.017853, 0.064750, -0.021051, 23.700588
19263, 1679, 9.797073, -0.550666, 2.185906, -0.026646, 0.047430, -0.016787, 23.700588
19273, 1682, 9.768343, -0.579397, 2.145205, -0.031443, 0.030643, -0.015188, 23.703529
19283, 1683, 9.742006, -0.593762, 2.068590, -0.031176, 0.025047, -0.016254, 23.697647
19293, 1680, 9.715671, -0.605733, 2.059013, -0.035440, 0.030377, -0.017320, 23.691765
19303, 1675, 9.713276, -0.608127, 2.099715, -0.042101, 0.038104, -0.018386, 23.691765
19313, 1691, 9.703699, -0.577003, 2.154782, -0.047963, 0.036772, -0.017054, 23.688824
19323, 1649, 9.713276, -0.584185, 2.135628, -0.044499, 0.028511, -0.015455, 23.697647
19333, 1681, 9.725247, -0.581791, 2.011129, -0.037038, 0.020784, -0.014123, 23.700588
19343, 2187, 9.749189, -0.581791, 1.922544, -0.035972, 0.017320, -0.010658, 23.706470
19353, 2270, 9.753978, -0.538695, 1.951274, -0.035173, 0.016521, -0.005596, 23.691765
19363, 2288, 9.746795, -0.507571, 1.996764, -0.032775, 0.010392, 0.001066, 23.703529
19373, 2181, 9.737218, -0.481235, 2.061408, -0.033308, -0.001599, 0.005862, 23.703529
19383, 1730, 9.713276, -0.450110, 2.042254, -0.036772, -0.017587, 0.009326, 23.697647
19393, 1728, 9.694122, -0.418985, 2.020706, -0.040769, -0.028511, 0.009859, 23.709412
19403, 1710, 9.684546, -0.395043, 1.977611, -0.039703, -0.026913, 0.006928, 23.706470
19413, 1710, 9.684546, -0.428562, 1.922544, -0.037305, -0.013856, 0.003997, 23.697647
19423, 1774, 9.706094, -0.445322, 1.929727, -0.038371, 0.001865, 0.000799, 23.703529
19433, 1771, 9.742006, -0.476446, 1.951274, -0.039436, 0.010126, -0.002398, 23.688824
19443, 1738, 9.763555, -0.464475, 1.980005, -0.037305, 0.009060, -0.005063, 23.706470
19453, 1631, 9.773131, -0.462081, 2.015918, -0.028511, 0.000266, -0.005329, 23.682941
19463, 1578, 9.742006, -0.471658, 1.975216, -0.019718, -0.006928, -0.005596, 23.685883
19473, 1553, 9.722853, -0.490811, 1.884237, -0.017853, -0.003997, -0.006129, 23.694706
19483, 1535, 9.698911, -0.483629, 1.884237, -0.022116, 0.005862, -0.005596, 23.691765
19493, 1525, 9.732430, -0.493206, 1.915361, -0.029577, 0.013590, -0.004263, 23.700588
19503, 1535, 9.765948, -0.495600, 1.958457, -0.037038, 0.012257, -0.002931, 23.694706
19513, 1553, 9.794679, -0.531513, 1.953669, -0.038904, 0.005862, -0.000266, 23.685883
19523, 1508, 9.792285, -0.543484, 1.956063, -0.035173, 0.000799, 0.000799, 23.697647
19533, 1457, 9.806650, -0.567426, 1.927332, -0.031709, -0.001599, 0.003198, 23.712353
19543, 1730, 9.821015, -0.560243, 1.896208, -0.032775, -0.006129, 0.004530, 23.697647
19553, 2464, 9.809045, -0.536301, 1.924938, -0.029844, -0.011991, 0.004796, 23.706470
19563, 2923, 9.794679, -0.521936, 1.929727, -0.025580, -0.017054, 0.006928, 23.700588
19573, 2192, 9.753978, -0.490811, 1.905785, -0.025314, -0.022383, 0.013057, 23.700588
19583, 1616, 9.737218, -0.495600, 1.853112, -0.032242, -0.018652, 0.015988, 23.694706
19593, 1535, 9.727641, -0.517148, 1.776498, -0.037571, 0.003464, 0.009593, 23.688824
19603, 1509, 9.753978, -0.517148, 1.810017, -0.036505, 0.019985, 0.005063, 23.685883
19613, 1486, 9.852140, -0.545878, 1.999158, -0.023715, 0.014655, -0.003730, 23.685883
19623, 1472, 9.868899, -0.521936, 2.116474, -0.007461, -0.015188, -0.005063, 23.697647
19633, 1488, 9.859323, -0.474052, 2.114080, -0.011991, -0.065550, 0.010392, 23.706470
19643, 1509, 9.777920, -0.476446, 1.972822, -0.027712, -0.093528, 0.017587, 23.706470
19653, 1493, 9.765948, -0.486023, 1.821988, -0.046631, -0.086867, 0.014389, 23.703529
19663, 1499, 9.794679, -0.509965, 1.786075, -0.048496, -0.058888, 0.002665, 23.709412
19673, 1535, 9.849746, -0.577003, 1.891419, -0.038371, -0.049029, -0.007461, 23.709412
19683, 1559, 9.842564, -0.620098, 2.018312, -0.028511, -0.077274, -0.011991, 23.674118
19693, 1561, 9.787497, -0.675165, 2.020706, -0.025580, -0.122839, -0.010392, 23.697647
19703, 1570, 9.670180, -0.723049, 1.886631, -0.025047, -0.145489, -0.008527, 23.706470
19713, 1590, 9.581595, -0.739808, 1.757344, -0.025847, -0.129767, -0.007461, 23.712353
19723, 1607, 9.533711, -0.699107, 1.726219, -0.032242, -0.080738, -0.005596, 23.688824
19733, 1636, 9.526528, -0.648829, 1.728614, -0.041035, -0.023182, -0.000533, 23.682941
19743, 1742, 9.603143, -0.620098, 1.733402, -0.050095, 0.025580, 0.002931, 23.685883
19753, 2288, 9.691729, -0.572214, 1.738190, -0.059155, 0.050894, 0.004263, 23.709412
19763, 2226, 9.799467, -0.538695, 1.829170, -0.061286, 0.050628, 0.006395, 23.703529
19773, 2336, 9.868899, -0.548272, 1.838747, -0.056490, 0.029844, 0.005596, 23.677059
19783, 1890, 9.880871, -0.541090, 1.836353, -0.051960, 0.000533, 0.002931, 23.688824
19793, 1692, 9.825804, -0.533907, 1.836353, -0.048763, -0.023182, 0.000799, 23.685883
19803, 1687, 9.765948, -0.505177, 1.831564, -0.043167, -0.033308, -0.001599, 23.688824
19813, 1641, 9.722853, -0.538695, 1.872266, -0.038904, -0.028245, -0.004530, 23.694706
19823, 1602, 9.694122, -0.584185, 1.833959, -0.036772, -0.017054, -0.007727, 23.697647
19833, 1599, 9.698911, -0.670376, 1.831564, -0.034374, -0.004263, -0.011458, 23.685883
19843, 1535, 9.756371, -0.713472, 1.788469, -0.030377, 0.006129, -0.012257, 23.680000
19853, 1535, 9.787497, -0.775721, 1.774103, -0.028778, 0.014123, -0.011991, 23.688824
19863, 1535, 9.835381, -0.826000, 1.798046, -0.037571, 0.015721, -0.007994, 23.685883
19873, 1533, 9.849746, -0.852336, 1.802834, -0.046631, 0.009859, -0.006662, 23.691765
19883, 1524, 9.844957, -0.845153, 1.805228, -0.049029, 0.006395, -0.007727, 23.709412
19893, 1535, 9.832987, -0.818817, 1.848324, -0.049562, 0.003464, -0.008793, 23.703529
19903, 1535, 9.835381, -0.758962, 1.908179, -0.050361, -0.001066, -0.008527, 23.700588
19913, 1534, 9.804255, -0.689530, 1.934515, -0.052493, -0.009859, -0.006928, 23.718235
19923, 1535, 9.763555, -0.639252, 1.855506, -0.050894, -0.017320, -0.006662, 23.691765
19933, 1535, 9.715671, -0.586579, 1.759738, -0.045299, -0.014389, -0.006662, 23.697647
19943, 1535, 9.710882, -0.557849, 1.721431, -0.037038, -0.001599, -0.009859, 23.691765
19953, 1533, 9.744401, -0.545878, 1.774103, -0.034640, 0.013856, -0.010658, 23.694706
19963, 1521, 9.761160, -0.536301, 1.771709, -0.039703, 0.022116, -0.011191, 23.709412
19973, 1535, 9.799467, -0.555455, 1.747767, -0.046631, 0.019452, -0.010126, 23.703529
19983, 1535, 9.811439, -0.545878, 1.716643, -0.047430, 0.010925, -0.009859, 23.703529
19993, 1613, 9.782708, -0.555455, 1.762132, -0.043167, 0.002931, -0.009859, 23.697647
20003, 1605, 9.770737, -0.567426, 1.771709, -0.038104, -0.001066, -0.009326, 23.697647
20013, 1706, 9.749189, -0.574608, 1.790863, -0.033041, -0.001066, -0.010658, 23.706470
20023, 1742, 9.713276, -0.591368, 1.781286, -0.027446, 0.001599, -0.012524, 23.718235
20033, 1674, 9.720459, -0.605733, 1.769315, -0.025047, 0.009593, -0.015188, 23.712353
20043, 1575, 9.713276, -0.622492, 1.750161, -0.025314, 0.020518, -0.018919, 23.709412
20053, 1535, 9.744401, -0.629675, 1.771709, -0.026113, 0.027979, -0.022383, 23.706470
20063, 1481, 9.780313, -0.610521, 1.742979, -0.030110, 0.030377, -0.025047, 23.706470
20073, 1488, 9.804255, -0.622492, 1.766921, -0.031443, 0.023449, -0.026113, 23.700588
20083, 1492, 9.806650, -0.641646, 1.817199, -0.033841, 0.010392, -0.027179, 23.700588
20093, 1506, 9.801862, -0.648829, 1.850718, -0.036239, -0.002398, -0.027179, 23.700588
20103, 1527, 9.804255, -0.641646, 1.826776, -0.036505, -0.010925, -0.025314, 23.691765
20113, 1471, 9.794679, -0.632069, 1.838747, -0.034374, -0.011191, -0.024781, 23.703529
20123, 1427, 9.775525, -0.641646, 1.788469, -0.031709, -0.003997, -0.026380, 23.697647
20133, 1783, 9.811439, -0.648829, 1.766921, -0.028511, 0.003464, -0.026113, 23.724117
20143, 3541, 9.823410, -0.617704, 1.764527, -0.024781, 0.005596, -0.026646, 23.715294
20153, 3765, 9.823410, -0.584185, 1.721431, -0.020784, 0.004530, -0.025314, 23.691765
20163, 3237, 9.777920, -0.538695, 1.683124, -0.020251, 0.002931, -0.018386, 23.700588
20173, 2370, 9.765948, -0.553061, 1.589750, -0.021583, 0.007994, -0.014389, 23.706470
20183, 1621, 9.763555, -0.620098, 1.527501, -0.019185, 0.027446, -0.018652, 23.703529
20193, 1520, 9.799467, -0.634463, 1.589750, -0.017587, 0.045299, -0.020518, 23.700588
20203, 1426, 9.888053, -0.660800, 1.783680, -0.010658, 0.037305, -0.026113, 23.706470
20213, 1411, 9.868899, -0.670376, 1.920150, 0.003198, 0.003997, -0.024515, 23.700588
20223, 1408, 9.787497, -0.670376, 1.862689, 0.002931, -0.034107, -0.013590, 23.691765
20233, 1398, 9.682152, -0.682347, 1.754950, -0.009859, -0.038371, -0.000799, 23.691765
20243, 1395, 9.648633, -0.684742, 1.630451, -0.042634, -0.014389, 0.006395, 23.691765
20253, 1388, 9.665392, -0.646434, 1.697489, -0.054358, 0.022916, -0.000533, 23.706470
20263, 1438, 9.761160, -0.653617, 1.790863, -0.047164, 0.045032, -0.010925, 23.703529
20273, 1434, 9.818622, -0.677559, 1.867477, -0.035972, 0.033841, -0.019718, 23.700588
20283, 1442, 9.828198, -0.696713, 1.788469, -0.030910, 0.004530, -0.023982, 23.712353
20293, 1478, 9.806650, -0.644040, 1.759738, -0.026913, -0.015721, -0.028778, 23.700588
20303, 1508, 9.799467, -0.620098, 1.711854, -0.018652, -0.020518, -0.034640, 23.697647
20313, 1512, 9.763555, -0.579397, 1.680730, -0.012790, -0.015455, -0.039436, 23.694706
20323, 1521, 9.722853, -0.502782, 1.673547, -0.008793, -0.002931, -0.041302, 23.688824
20333, 1535, 9.694122, -0.476446, 1.663970, -0.004530, 0.018119, -0.041835, 23.688824
20343, 1591, 9.710882, -0.517148, 1.649605, -0.003198, 0.040502, -0.041302, 23.680000
20353, 1589, 9.758766, -0.581791, 1.726219, -0.005596, 0.048763, -0.041302, 23.703529
20363, 1579, 9.832987, -0.639252, 1.766921, -0.009060, 0.040236, -0.041035, 23.700588
20373, 1627, 9.840169, -0.694318, 1.814805, -0.010392, 0.019185, -0.039170, 23.706470
20383, 1652, 9.801862, -0.737414, 1.817199, -0.009593, 0.002665, -0.037038, 23.697647
20393, 1613, 9.777920, -0.751779, 1.776498, -0.009326, -0.001865, -0.035972, 23.697647
20403, 1620, 9.749189, -0.768539, 1.707066, -0.008793, 0.009060, -0.035706, 23.697647
20413, 1611, 9.746795, -0.754174, 1.671153, -0.012257, 0.026380, -0.035706, 23.706470
20423, 1616, 9.806650, -0.739808, 1.666364, -0.019185, 0.035706, -0.036505, 23.706470
20433, 1599, 9.835381, -0.691924, 1.711854, -0.023449, 0.035173, -0.037838, 23.691765
20443, 1589, 9.832987, -0.608127, 1.747767, -0.026646, 0.024781, -0.035440, 23.697647
20453, 1616, 9.818622, -0.569820, 1.731008, -0.030377, 0.012257, -0.029577, 23.697647
20463, 1600, 9.763555, -0.579397, 1.668759, -0.031176, 0.012257, -0.025314, 23.709412
20473, 1606, 9.787497, -0.569820, 1.637634, -0.030377, 0.024781, -0.024781, 23.709412
20483, 1626, 9.809045, -0.545878, 1.680730, -0.029044, 0.034374, -0.025314, 23.691765
20493, 1650, 9.878476, -0.557849, 1.783680, -0.030377, 0.026380, -0.024248, 23.712353
20503, 1650, 9.852140, -0.533907, 1.802834, -0.030910, 0.003198, -0.022383, 23.703529
20513, 1652, 9.785102, -0.545878, 1.735796, -0.028778, -0.013057, -0.022649, 23.691765
20523, 1648, 9.734824, -0.577003, 1.613692, -0.024515, -0.009060, -0.024248, 23.709412
20533, 1667, 9.715671, -0.584185, 1.604115, -0.024781, 0.007727, -0.025580, 23.688824
20543, 2263, 9.703699, -0.565032, 1.651999, -0.029044, 0.016787, -0.025047, 23.718235
20553, 2261, 9.698911, -0.514753, 1.685518, -0.030910, 0.013856, -0.022916, 23.697647
20563, 2384, 9.667787, -0.495600, 1.678335, -0.023982, 0.011724, -0.021317, 23.697647
20573, 2249, 9.648633, -0.488417, 1.661576, -0.014389, 0.021850, -0.021850, 23.712353
20583, 1885, 9.686940, -0.478840, 1.666364, -0.006662, 0.038904, -0.024781, 23.712353
20593, 1827, 9.713276, -0.483629, 1.695095, -0.003198, 0.051960, -0.027712, 23.706470
20603, 1713, 9.746795, -0.490811, 1.687912, -0.002931, 0.055158, -0.031709, 23.700588
20613, 1616, 9.768343, -0.536301, 1.690306, -0.004530, 0.053825, -0.033841, 23.712353
20623, 1567, 9.787497, -0.569820, 1.690306, -0.009326, 0.052227, -0.034374, 23.703529
20633, 1517, 9.806650, -0.620098, 1.709460, -0.017054, 0.054358, -0.031443, 23.721176
20643, 1519, 9.832987, -0.672771, 1.733402, -0.022649, 0.057822, -0.027179, 23.706470
20653, 1504, 9.883265, -0.694318, 1.757344, -0.025580, 0.058355, -0.023449, 23.706470
20663, 1530, 9.895236, -0.725443, 1.798046, -0.028778, 0.051960, -0.018652, 23.709412
20673, 1515, 9.902418, -0.739808, 1.821988, -0.030377, 0.042900, -0.015988, 23.697647
20683, 1375, 9.890448, -0.715866, 1.855506, -0.031443, 0.035440, -0.015455, 23.694706
20693, 1613, 9.868899, -0.670376, 1.814805, -0.030110, 0.028245, -0.015188, 23.697647
20703, 2261, 9.844957, -0.612916, 1.771709, -0.026913, 0.026113, -0.013323, 23.721176
20713, 2901, 9.799467, -0.588974, 1.692701, -0.025314, 0.027446, -0.009326, 23.718235
20723, 2495, 9.734824, -0.560243, 1.635240, -0.031709, 0.032508, -0.003730, 23.703529
20733, 1795, 9.737218, -0.550666, 1.539472, -0.044499, 0.041302, 0.001066, 23.703529
20743, 1525, 9.749189, -0.598550, 1.501164, -0.051427, 0.058888, -0.003198, 23.709412
20753, 1488, 9.799467, -0.569820, 1.599327, -0.051427, 0.067149, -0.008793, 23.730000
20763, 1435, 9.873688, -0.541090, 1.824382, -0.041302, 0.045832, -0.014123, 23.730000
20773, 1456, 9.830592, -0.541090, 1.941698, -0.023182, 0.005329, -0.018386, 23.727058
20783, 1447, 9.689334, -0.507571, 1.891419, -0.018386, -0.028245, -0.012524, 23.718235
20793, 1469, 9.562442, -0.507571, 1.776498, -0.025314, -0.022649, -0.006928, 23.703529
20803, 1491, 9.548077, -0.519542, 1.606509, -0.045032, 0.015455, -0.003730, 23.697647
20813, 1478, 9.617508, -0.514753, 1.596933, -0.050628, 0.058622, -0.011991, 23.697647
20823, 1511, 9.782708, -0.557849, 1.728614, -0.039969, 0.070613, -0.021850, 23.706470
20833, 1535, 9.911995, -0.593762, 1.862689, -0.030643, 0.045299, -0.027179, 23.712353
20843, 1535, 9.902418, -0.656011, 1.845930, -0.023715, 0.007461, -0.029044, 23.718235
20853, 1589, 9.830592, -0.701501, 1.769315, -0.019185, -0.008260, -0.032242, 23.691765
20863, 1583, 9.789890, -0.708684, 1.704672, -0.014123, 0.002132, -0.035972, 23.712353
20873, 1606, 9.821015, -0.713472, 1.666364, -0.011991, 0.020518, -0.036772, 23.718235
20883, 1617, 9.864111, -0.667982, 1.661576, -0.013590, 0.034107, -0.034374, 23.703529
20893, 1643, 9.859323, -0.624887, 1.683124, -0.018119, 0.039436, -0.027712, 23.730000
20903, 1658, 9.823410, -0.581791, 1.654393, -0.023715, 0.044766, -0.021583, 23.727058
20913, 1638, 9.828198, -0.569820, 1.651999, -0.030377, 0.052493, -0.017853, 23.730000
20923, 1696, 9.861717, -0.605733, 1.692701, -0.035440, 0.050894, -0.014655, 23.718235
20933, 1711, 9.873688, -0.627281, 1.757344, -0.038637, 0.037305, -0.011191, 23.715294
20943, 1943, 9.840169, -0.639252, 1.759738, -0.037571, 0.017587, -0.009326, 23.715294
20953, 2353, 9.782708, -0.651223, 1.728614, -0.034640, 0.006129, -0.007461, 23.715294
20963, 2316, 9.737218, -0.672771, 1.709460, -0.033841, 0.007461, -0.007461, 23.721176
20973, 2416, 9.684546, -0.658405, 1.695095, -0.034107, 0.020518, -0.008793, 23.738823
20983, 1921, 9.679757, -0.617704, 1.690306, -0.031975, 0.035173, -0.009326, 23.727058
20993, 1701, 9.691729, -0.572214, 1.723825, -0.027712, 0.044233, -0.011991, 23.732941
21003, 1693, 9.713276, -0.538695, 1.754950, -0.023182, 0.044233, -0.014123, 23.730000
21013, 1648, 9.713276, -0.505177, 1.829170, -0.022383, 0.038637, -0.014389, 23.718235
21023, 1643, 9.720459, -0.505177, 1.759738, -0.022383, 0.033574, -0.015455, 23.709412
21033, 1659, 9.703699, -0.543484, 1.661576, -0.019985, 0.045832, -0.017587, 23.712353
21043, 1634, 9.732430, -0.584185, 1.683124, -0.019452, 0.061286, -0.020251, 23.712353
21053, 1620, 9.806650, -0.629675, 1.752556, -0.020518, 0.067681, -0.024515, 23.706470
21063, 1638, 9.864111, -0.641646, 1.826776, -0.023449, 0.051960, -0.023449, 23.718235
21073, 1677, 9.832987, -0.610521, 1.821988, -0.019185, 0.025314, -0.021317, 23.709412
21083, 1653, 9.777920, -0.608127, 1.745373, -0.007461, 0.011724, -0.020251, 23.715294
21093, 1664, 9.758766, -0.610521, 1.683124, -0.002398, 0.016521, -0.023182, 23.721176
21103, 1673, 9.773131, -0.639252, 1.692701, -0.005063, 0.028511, -0.025047, 23.735882
21113, 1712, 9.801862, -0.588974, 1.687912, -0.013323, 0.033041, -0.024515, 23.712353
21123, 1699, 9.825804, -0.581791, 1.697489, -0.019185, 0.029044, -0.019718, 23.709412
21133, 1783, 9.813833, -0.581791, 1.709460, -0.023715, 0.025314, -0.017587, 23.694706
21143, 1850, 9.799467, -0.596156, 1.740585, -0.026646, 0.028245, -0.013856, 23.694706
21153, 1808, 9.804255, -0.603339, 1.742979, -0.031709, 0.039170, -0.011191, 23.712353
21163, 1726, 9.806650, -0.586579, 1.707066, -0.033841, 0.049562, -0.008527, 23.706470
21173, 1654, 9.849746, -0.555455, 1.733402, -0.031176, 0.054891, -0.008793, 23.712353
21183, 1623, 9.866506, -0.538695, 1.764527, -0.027179, 0.051960, -0.010925, 23.709412
21193, 1584, 9.859323, -0.495600, 1.762132, -0.022116, 0.045032, -0.015455, 23.709412
21203, 1572, 9.835381, -0.445322, 1.769315, -0.015188, 0.042634, -0.020784, 23.709412
21213, 1617, 9.804255, -0.435745, 1.759738, -0.008793, 0.042634, -0.025314, 23.721176
21223, 1609, 9.751583, -0.483629, 1.781286, -0.004530, 0.041835, -0.029844, 23.718235
21233, 1590, 9.753978, -0.490811, 1.738190, 0.001332, 0.040236, -0.031176, 23.718235
21243, 1462, 9.698911, -0.526724, 1.678335, 0.006662, 0.039170, -0.033041, 23.721176
21253, 1659, 9.698911, -0.572214, 1.663970, 0.010392, 0.039703, -0.035440, 23.727058
21263, 2347, 9.689334, -0.644040, 1.680730, 0.013856, 0.045299, -0.038104, 23.718235
21273, 2998, 9.696517, -0.691924, 1.709460, 0.017320, 0.052760, -0.038637, 23.724117
21283, 2535, 9.698911, -0.727837, 1.692701, 0.011991, 0.057822, -0.032775, 23.727058
21293, 1798, 9.727641, -0.739808, 1.651999, -0.002132, 0.063418, -0.022916, 23.724117
21303, 1572, 9.799467, -0.809240, 1.587356, -0.017587, 0.087666, -0.024248, 23.703529
21313, 1568, 9.859323, -0.828394, 1.656788, -0.027446, 0.111115, -0.028778, 23.712353
21323, 1518, 9.998186, -0.823605, 1.853112, -0.026913, 0.102055, -0.035972, 23.715294
21333, 1516, 10.007763, -0.766145, 2.023100, -0.017320, 0.059688, -0.038371, 23.724117
21343, 2058, 9.892841, -0.682347, 2.018312, -0.019185, 0.001066, -0.026113, 23.727058
21353, 2125, 9.744401, -0.648829, 1.927332, -0.033308, -0.027712, -0.013856, 23.721176
21363, 2189, 9.627085, -0.620098, 1.757344, -0.052493, -0.004263, -0.009593, 23.715294
21373, 2255, 9.603143, -0.586579, 1.683124, -0.059688, 0.050095, -0.016521, 23.735882
21383, 1856, 9.715671, -0.579397, 1.742979, -0.057556, 0.086334, -0.025047, 23.721176
21393, 1602, 9.797073, -0.608127, 1.857901, -0.060221, 0.078606, -0.027712, 23.727058
21403, 1599, 9.842564, -0.629675, 1.903390, -0.066083, 0.043433, -0.027446, 23.730000
21413, 1579, 9.792285, -0.627281, 1.889025, -0.061020, 0.014389, -0.027979, 23.724117
21423, 1593, 9.758766, -0.624887, 1.807622, -0.052493, 0.010126, -0.029311, 23.715294
21433, 1613, 9.727641, -0.629675, 1.762132, -0.048763, 0.028511, -0.030110, 23.721176
21443, 1611, 9.691729, -0.588974, 1.745373, -0.050095, 0.053559, -0.028511, 23.730000
21453, 1621, 9.701305, -0.514753, 1.750161, -0.052227, 0.078340, -0.022649, 23.718235
21463, 1627, 9.739613, -0.459687, 1.783680, -0.056757, 0.095660, -0.018386, 23.712353
21473, 1631, 9.789890, -0.435745, 1.786075, -0.059421, 0.100190, -0.018652, 23.712353
21483, 1631, 9.840169, -0.409408, 1.817199, -0.059954, 0.089798, -0.021850, 23.718235
21493, 1658, 9.864111, -0.428562, 1.836353, -0.057023, 0.069014, -0.026113, 23.718235
21503, 1676, 9.847352, -0.428562, 1.862689, -0.045832, 0.046364, -0.029311, 23.712353
21513, 1707, 9.828198, -0.471658, 1.831564, -0.031176, 0.030110, -0.030377, 23.732941
21523, 1695, 9.780313, -0.529119, 1.841141, -0.015988, 0.023182, -0.031176, 23.724117
